Supplier;Code;Description;Q;Cost Price;Cost * Q;Sales Pirce;Sales Price * Q
;A3690B;CANDLE HOLDER METAL BLACK 5THES;10;8;81;30;300
;;;;;;;
;A3691B;CANDLE HOLDER METAL BLACK 1BASH GIA KERI;2;7;13;25;50
;A3691GO;CANDLE HOLDER METAL GOLD 1 BASH GIA KERI;1;8;8;25;25
;A3726;VASE CONICAL GLASS 11x8x40 P5;3;10;31;65;195
P5;A3727;P5 VASE GLASS HURRICANE POLYGON CUBES F13x13;1;0;0;58;58
B29;A3767C;B29 TERRACOTA BOWL CREAM;3;2;5;14;42
B29;A3771;B29 TERRACOTA STICK HOLDER;7;1;8;9;63
B29;A3782BE;B29 TERRACOTA ASHTRAY BEIGE;4;5;18;14;56
B29;A3783B;B29 TERRACOTA BIRD BLACK;17;3;45;8;136
B29;A3783BE;B29 TERRACOTA BIRD BEIGE;41;3;107;8;328
B29;A3783W;B29 TERRACOTA BIRD WHITE;11;3;29;8;88
B29;A3784.3W;B29 VASE TERRACOTA STRIPPED WHITE H42;2;0;0;42;84
B29;A3789;B29 TERRACOTA KATOL;-1;3;-3;12;-12
B29;A3789BE;B29 TERRACOTTA KATOL BEIGE;4;4;16;12;48
B29;A3791B;B29 TERRACOTA AROMA BURNER BLACK;-1;5;-5;14;-14
B29;A3791BE;B29 TERRACOTA AROMA BURNER BEIGE;16;3;43;14;224
B29;A3793;B29 TERRACOTA KATOL TURTLE;2;2;4;25;50
B29;A3794;B29 TERRACOTTA VASE;2;2;4;55;110
B38;A3794WW;B38 MIRROR 50x65 WOOD WHITEWASHED;1;30;30;90;90
P1;A3833GR;P1 VASE CONIC ORGANIC GREEN;1;10;10;47;47
;;;;;;;
B16;A3843;B16 ASHTRAY BAMBOO;16;2;26;12;192
P5;A3891;P5 VASE SOPHIE 25x16;4;3;13;53;212
P5;A3898.3;P5 BASKET ROUND WHITE/PURPLE;1;4;4;18;18
P14;A3903.2;P14 DECORATIVE GREEN BOTTLE F14x36;-1;16;-16;57;-57
P14;A3909;P14 CERAMIC VASE PORTA F12x25;3;7;22;29;87
P14;A3912;P14 VASE GLASS MATT F21x26;1;17;17;68;68
P14;A3916.1;P14 TRAY TIN BRONZE F30x6.5;2;10;20;45;90
P14;A3918;P14 GLASS BOTTLE DECO SEGONIA F12x15;5;4;22;18;90
P14;A3928;P14 VASE MATT TATELU F15x40;2;18;36;75;150
P14;A3932;P14 ETAGERE 6 LAYERS 63.5x60x192.5;1;211;211;820;820
P14;A3934;P14 VASE DECO CERAMIC F13x14;4;5;20;19;76
D21;A4018;D21 PLATE SQUARE RED;2;1;2;6;12
;A4078;SET 2 BALI ESSENTIAL OIL;-1;2;-2;6;-6
B21;A4088;B21 SET6 PLATE+ DILLS CERAMIC GREY PYC;-1;8;-8;24;-24
P6;A4099;P6 CLOCK VUES MOUNTAIN F29;2;4;8;12;24
P1;A4138;P1 METAL BUCKET LAOS;2;4;9;14;28
P1;A4142;P1 SQUARE PLATE GREEN 18x18;2;7;14;28;56
D9;A4170;D9 BISCUIT POT CIRCUS VAN;1;11;11;32;32
P6;A4212;P6 SERVICE FOR CHOCOLATE FONDUE;3;3;10;10;30
;;;;;;;
T7;A4214;T7 CERAMIC MONEYBOX VW CAR;20;4;79;12;240
T7;A4215GR;T7 CERAMIC MONEYBOX CHICKEN;30;5;157;16;480
T7;A4216;T7 CERAMIC MONEYBOX VW BUS;7;7;46;20;140
T7;A4217;T7 CERAMIC MONEYBOX VW SURFING BUS;54;9;460;26;1404
T7;A4218;T7 CERAMIC MONEYBOX SCOOTER VESPA;35;5;183;16;560
B78;A4219BR;B78 WOODEN CANDLE HOLDER H31 BROWN;24;6;142;18;432
B78;A4219W;B78 WOODEN CANDLE HOLDER H31 WHITE;23;6;136;18;414
B78;A4219WW;B78 WOODEN CANDLE HOLDER H31 WHITE WASHED;1;6;6;18;18
B29;A4254;B29 PLANTER POT & PATTERN TERRACOTTA BROWN;1;5;5;15;15
B29;A4256.2B;B29 VASE ROUND TERRACOTTA 19.5CM;1;12;12;38;38
B29;A4256.3B;B29 VASE ROUND TERRACOTTA 22.5CM;1;14;14;42;42
B29;A4261.1BW;B29 RUSTIC TERRACOTA PLATE F32;1;8;8;25;25
B29;A4261.2CBR;B29 RUSTIC TERRACOTA PLATE BROWN-WHITE F37;4;9;37;28;112
B29;A4261R;B29 RUSTIC TERRACOTA PLATE F40 RED;1;5;5;32;32
B29;A4262C;B29 DEEP ROUND PLATE TERRACOTTA F40;3;14;41;42;126
B29;A4262LI;B29 DEEP ROUND PLATE TERRACOTTA F40;2;14;28;42;84
B29;A4264;B29 SMALL TERRACOTTA WHITE VASE;2;3;7;10;20
B29;A4265R;B29 VASE ROLLER TERRACOTTA RED F14xH30.5;1;11;11;35;35
B29;A4265TU;B29 VASE ROLLER TERRACOTTA TURQUOISE F14xH3;1;11;11;35;35
;;;;;;;
B29;A4267;B29 RECTANGULAR T-LIGHT TERRACOTTA;6;3;16;8;48
B29;A4268.2B;B29 ASHTRAY TERRACOTA F12.5x5.5;84;4;325;12;1008
B29;A4275;B29 VASE BOTTLE TERRACOTTA H20;8;30;242;18;144
B29;A4276;B29 DECORATIVE BUDDHA HEAD;1;6;6;18;18
B29;A4279.1BW;B29 ROUND PLATE TERRACOTTA & FRAME F22;1;6;6;18;18
B29;A4279.2BW;B29 ROUND PLATE TERRACOTTA & FRAME F30;3;8;25;25;75
B29;A4279.2TUB;B29 ROUND PLATE TERRACOTTA & FRAME F30;4;8;33;25;100
B29;A4279.3BL;B29 ROUND PLATE TERRACOTTA & FRAME F34;4;11;46;35;140
B29;A4279.3BW;B29 ROUND PLATE TERRACOTTA & FRAME F34;4;11;46;35;140
B29;A4279.3TUB;B29 ROUND PLATE TERRACOTTA & FRAME F34;5;11;57;35;175
B29;A4279AZ;B29 ROUND PLATE TERRACOTTA & FRAME 37CM;2;12;24;36;72
B29;A4279B;B29 ROUND PLATE TERRACOTTA & FRAME 37CM;1;12;12;36;36
B29;A4282LBL;B29 TERRACOTTA BOWL ON LEG LIGHT BLUE F32xH1;3;11;34;35;105
B29;A4282WW;B29 TERRACOTTA BOWL ON LEG WHITE WASHED F3;149;11;1711;35;5215
B29;A4283COR;B29 DECORATIVE TERRACOTTA BALL;9;2;18;6;54
B29;A4284LBL;B29 DEEP PLATE TERRACOTTA F40x10;2;9;18;28;56
B29;A4284LI;B29 DEEP PLATE TERRACOTTA F40x10;2;9;18;28;56
B29;A4284WW;B29 DEEP PLATE TERRACOTTA F40x10;1;9;9;28;28
B78;A4316;B78 MIRROR 81x89;1;61;61;125;125
;;;;;;;
B72;A4343;B72 DECORATION ON CORD I LOVE U;1;3;3;10;10
B72;A4345;B72 WOODEN ARROW BATH ROOM;2;5;10;15;30
B72;A4346;B72 HANGER WELCOME;20;4;79;12;240
B72;A4348.1;B72 WOODEN HANGER 4 SMALL FLIP-FLOPS;30;4;118;12;360
B72;A4348.2MIX;B72 WOODEN HANGER 4 BIG FLIP-FLOPS;30;5;148;15;450
B72;A4348.3BL;B72 WOODEN HANGER 5 BLUE BIG FLIP-FLOPS;30;6;177;18;540
B72;A4349;B72 WOODEN HANGER THREE HOUSES;1;4;4;12;12
B22;A4372;B22 PAINTING 30x40;1;21;21;39;39
B22;A4379;B22 PAINTING 100x120;2;115;229;115;230
;A4393;PELE MELE LADDER WHITE 3 FRAMES;2;18;36;55;110
;A4401.1BR;PLATE MOSAIC SMALL 20.5;2;5;10;15;30
;A4401.1BRB;PLATE MOSAIC SMALL 20.5;2;5;10;15;30
;A4401.1R;PLATE MOSAIC SMALL 20.5;1;5;5;15;15
;A4401.2B;PLATE MOSAIC MEDIUM 29.5;3;8;25;25;75
;A4401.2BR;PLATE MOSAIC MEDIUM 29.5;3;8;25;25;75
;A4401.2PI;PLATE MOSAIC MEDIUM 29.5;2;8;16;25;50
;A4401.2R;PLATE MOSAIC MEDIUM 29.5;1;8;8;25;25
;A4401.3B;PLATE MOSAIC BIG 36.5;2;13;26;40;80
;A4401.3BR;PLATE MOSAIC BIG 36.5;2;13;26;40;80
;;;;;;;
;A4401.3MIX;PLATE MOSAIC BIG 36.5;1;13;13;40;40
;A4406GOG;MIRROR GREY-GOLD STRIPPED FRAME 38x48;13;19;247;58;754
;A4406WGO;MIRROR WHITE-GOLD STRIPPED FRAME 38x48;8;19;152;58;464
;A4407GO;MIRROR BIG GOLD STRIPPED FRAME 39x49;3;19;57;58;174
;A4407W;MIRROR BIG WHITE STRIPPED FRAME 39x49;1;19;19;58;58
;A4407WGO;MIRROR BIG WHITE-GOLD STRIPPED FRAME 39x49;4;19;76;58;232
P5;A4440;P5 FLOWERPOT SQUARE REED WHITE 15x15x13;1;2;2;7;7
P5;A4459;P5 VASE NOA GLASS 12.5x25;1;6;6;58;58
D9;A4474;D9 PLATE SMALL PORCELAIN GREY CHECKS F19;5;2;8;5;25
D9;A4480;D9 CUP RED/BLUE CIRCLES 400ML;5;1;7;4;20
D9;A4481;D9 CUP ST CLAUSE/REINDEER;11;1;14;4;44
D9;A4482;D9 CUP SNOWMAN/SNOWFLAKE;8;1;10;4;32
D9;A4487;D9 XMAS SET 2 BOWLS PORCELAIN STAR 14cm;4;7;26;20;80
D9;A4488;D9 XMAS BOWL PORCELAIN STAR 20cm;1;9;9;28;28
T7;A4493;T7 CERAMIC MONEYBOX TRAIN;30;9;281;29;870
T7;A4494;T7 CERAMIC MONEYBOX VW VAN;70;7;459;20;1400
T7;A4495;T7 CERAMIC MONEYBOX MINI COOPER;50;7;361;22;1100
T7;A4496;T7 CERAMIC MONEYBOX VW CABRIO;70;7;505;22;1540
T7;A4497;T7 CERAMIC EGG HOLDER MINI COOPER;25;3;74;9;225
;;;;;;;
;A4503.1W;MIRROR SIMPLE 33.5x38.5 WHITE;1;12;12;38;38
B72;A4524BL;B72 WOODEN BOARD AT THE BEACH & 2 FLIP-FLOPS;19;11;212;34;646
B72;A4525;B72 WOODEN RED HEART I LOVE YOU;12;1;13;10;120
;A4531B;WOODEN DECORATIVE OAR SURFER BOY;70;7;505;22;1540
B109;A4532;B109 OLD SEA WOOD WELCOME/BEACH;10;16;157;48;480
B72;A4533.1BR;B72 WOODEN LIGHT HOUSE;1;3;3;8;8
B72;A4533.2BR;B72 WOODEN LIGHT HOUSE;1;3;3;9;9
B107;A4536.1;B107 WOODEN DECORATIVE SCULPTURE;2;9;17;26;52
B107;A4537;B107 WOODEN DECORATIVE SCULPTURE H82;2;10;21;32;64
B107;A4538.2;B107 WOODEN DECORATIVE COIN;1;9;9;26;26
;A4546;WOODEN KEY HOLDER 4 DRAWERS KEYS;2;6;12;18;36
B104;A4547;B104 WOODEN DECORATIVE CAR & BOARD;60;5;295;15;900
;A4550;WOODEN BOARD SURFER GIRL;100;5;524;16;1600
;A4555;WOODEN DECORATIVE ARROW BEACH;-1;3;-3;10;-10
;A4558;WOODEN HANGER SURFBOARD;1;3;3;8;8
;A4560;WOODEN HANGER WHITE BEACH TOWEL;20;6;125;19;380
;A4564;HANGER HOME & 2 FLIP-FLOPS;3;5;14;18;54
B119;A4565;B119 CANDLE HOLDER WHITE F12xH16;36;5;172;14;504
B121;A4566;B121 CANDLE HOLDER STONES;1;4;4;12;12
;;;;;;;
B121;A4568;B121 CANDLE HOLDER STONES & STARS;2;4;8;12;24
;A4570;CANDLE HOLDER OLD SEA WOOD II H34;7;8;57;25;175
B115;A4573TU;B115 ASHTRAY WITH PATTERN;300;3;786;8;2400
;A4574;ASHTRAY WOOD;4;3;10;8;32
B115;A4574.2;B115 WOODEN ASHTRAY;70;0;0;12;840
B111;A4583;B111 SMALL BOWL PEARL;7;3;18;12;84
B111;A4584;B111 GLASS PAD SQUARE PEARL;63;1;62;3;189
B111;A4585;B111 SMALL PLATE PEARL SHELL;1;2;2;5;5
B118;A4586;B118 GLASS PAD WOOD WITH STRIPES;4;3;10;8;32
B105;A4591;B105 DECORATIVE SHELLS WITH STAND;8;17;134;95;760
B29;A4599C;B29 TERRACOTTA ASHTRAY F10xH4;1;3;3;10;10
B29;A4599LI;B29 TERRACOTTA ASHTRAY F10xH4;6;3;20;10;60
B29;A4602;B29 SCULPTURE OF LYING BUDDHA;1;8;8;25;25
B117;A4606B;B117 PHOTO FRAME BLACK MOSAIC 10x15;8;12;100;25;200
B117;A4606TU;B117 PHOTO FRAME TURQUOISE MOSAIC 10x15;9;12;112;25;225
B117;A4607BR;B117 PHOTO FRAME BROWN SAND 10x15;1;8;8;24;24
B117;A4607OR;B117 PHOTO FRAME ORANGE SAND 10x15;16;8;126;24;384
B117;A4608;B117 PHOTO FRAME ORANGE PATTERNS 10x15;8;8;63;24;192
P5;A4617;P5 TEA STRAINER & HOLDER H20;1;3;3;8;8
;;;;;;;
P5;A4618;P5 WINE GLASS RED TRANSPARENT 8x19;6;3;18;8;48
P5;A4665.1;P5 FLOWER POT LIME CERAMIC DRAWING F14x14;3;2;6;7;21
P5;A4672.1;P5 FLOWER POT GLASS & BOW PINK 10x10;1;2;2;6;6
P5;A4672.2;P5 FLOWER POT GLASS & BOW PINK 12x12;1;3;3;8;8
P1;A4712R;P1 T-LIGHT ANTIQUE F10x7;1;3;3;10;10
P1;A4730BL;P1 PLATE CRACKED BLUE F27;1;4;4;12;12
P1;A4731.1;P1 PLATE CYCLONE F21;4;0;0;8;32
P1;A4731.2;P1 PLATE CYCLONE F26;6;4;24;12;72
P5;A4737;P5 CHAMPAGNE BUCKET WHITE LONG ISLAND F21x2;1;8;8;24;24
P5;A4750BL;P5 SET 2 MILK & SUGAR VICHY KARO BLUE/WHITE F;1;4;4;14;14
P5;A4758.2BL;P5 STORAGE JAR VICHY KARO BLUE/WHITE F14x21;1;9;9;29;29
P5;A4762;P5 CHAMPAGNE GLASS TEXT 8x25;1;2;2;8;8
P5;A4784;P5 SET 2 T-LIGHT HOLDER LAVENDER COLLECTION;13;1;14;3;39
P5;A4786;P5 NAPKIN CERAMIC RING BOW CREAM 5x3x6;2;1;2;3;6
P5;A4793;P5 T-LIGHT ROUND GLASS F7x6;6;1;7;4;21
P1;A4800LI;P1 BIRD SPARROW ON STAND LIME 19x26;1;18;18;55;55
A1;A4807W;A1 CLOTH HANGER VALET WHITE OAK 43x30x120;1;62;62;245;245
T89;A4811;T89 KIDS CUP HAT & SHOES 8.5x8;9;3;24;8;72
T89;A4815;T89 KIDS CUP FOOTBALL 8.5x8;1;3;3;8;8
;;;;;;;
T97;A4818.1;T97 SCENTED OIL 50ML;2;5;11;17;33
T90;A4821.1;T90 FLOWER POT BR/W STRIPES;22;3;58;8;176
T90;A4821.2;T90 FLOWER POT VERTICAL BR/W STRIPES;56;3;165;9;504
T90;A4822.2;T90 FLOWER POT CREAM HORIZONTAL STRIPES;21;3;62;9;189
D4;A4871.3;D4 TRAY WITH PICTURE HANDLE 46x34.5x8;2;0;0;26;52
P6;A4880;P6 FRUIT BASKET METAL 20x14x20;1;5;5;12;12
P6;A4883;P6 WALL CLOCK CAFE DE LINDUSTRIE OVAL 28x27;2;9;19;35;70
P6;A4887;P6 MUG IN BOX: BEAR. REINDEER. SNOWMAN;2;2;5;6;12
P6;A4890;P6 CLOCK GOURMAND CUTLERY METAL F32;12;6;70;22;264
P19;A4915.1;P19 POT CHINA ANTIC 9x7.5;14;1;14;3;42
P19;A4915.2;P19 POT CHINA ANTIC 10x10;5;1;7;5;23
P19;A4928;P19 VASE MACHIATO 16x10;5;3;15;9;45
P19;A4929;P19 FLOWER POT METAMAT RECT 11x7x25;3;4;11;11;33
P19;A4930;P19 4 FLOWER POTS METAMAT SQUARE & BASE 18x1;2;9;17;26;52
P19;A4931;P19 3 FLOWER POTS METAMAT & BASE 10x28x9;5;7;33;20;100
